id,acronym,name,entrez_id,reference_space_id,specimen_id,plane_of_section_id,id
21824,Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,5,4728,2,100056352
17795,Nfib,nuclear factor I/B,18028,6,701465,2,100078401
21172,Tcf20,transcription factor 20,21411,10,69784838,2,70598360
80075,Cacng5,"calcium channel, voltage-dependent, gamma subunit 5",140723,8,4607,2,100036753
12456,Chrm3,"cholinergic receptor, muscarinic 3, cardiac",12671,2,5126,2,100047719
17630,Myb,myeloblastosis oncogene,17863,3,701423,2,100084085
41454,Tsc1,tuberous sclerosis 1,64930,2,6003,2,100059076
13414,Efna1,ephrin A1,13636,8,2989,2,100034747
12350,Cdh9,cadherin 9,12565,10,69914477,2,70719650
93055,Arntl2,aryl hydrocarbon receptor nuclear translocator-like 2,272322,8,6260,2,100085089
14179,Gabrd,"gamma-aminobutyric acid (GABA) A receptor, subunit delta",14403,10,6958,2,100081890
11388,Angpt2,angiopoietin 2,11601,3,4049,2,100037390
37265,Pvrl1,poliovirus receptor-related 1,58235,3,6267,2,100058487
16145,Irx2,Iroquois related homeobox 2 (Drosophila),16372,7,6396,2,100075326
18905,Prss12,"protease, serine 12 neurotrypsin (motopsin)",19142,7,4537,2,100044873
14061,Fosl2,fos-like antigen 2,14284,8,5485,2,100056441
13334,E2f1,E2F transcription factor 1,13555,2,5540,2,100055648
106859,Apba1,"amyloid beta (A4) precursor protein binding, family A, member 1",319924,5,4734,2,100056036
83052,Trpv1,"transient receptor potential cation channel, subfamily V, member 1",193034,5,4729,2,100055947
14585,Grik5,"glutamate receptor, ionotropic, kainate 5 (gamma 2)",14809,10,68188889,2,68911017
35249,Slc1a4,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",55963,1,702949,2,100084283
16805,Lxn,latexin,17035,6,4638,2,100056062
11302,Adcy9,adenylate cyclase 9,11515,7,4037,2,100035652
85296,Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5,217944,1,703871,2,100098143
21744,Tpd52l1,tumor protein D52-like 1,21987,6,703371,2,100092135
57576,Cacng7,"calcium channel, voltage-dependent, gamma subunit 7",81904,10,69941363,2,70723375
12622,Col9a1,"collagen, type IX, alpha 1",12839,8,4604,2,100036199
92948,Ephb1,Eph receptor B1,270190,6,4493,2,100054951
14090,Fstl1,follistatin-like 1,14314,1,4961,2,100046190
16185,Itgb1,integrin beta 1 (fibronectin receptor beta),16412,3,7003,2,100082643
17058,Mertk,c-mer proto-oncogene tyrosine kinase,17289,8,4826,2,100042420
19056,Pvalb,parvalbumin,19293,10,75044159,2,75492803
14141,Fzd3,frizzled homolog 3 (Drosophila),14365,6,700801,2,100074218
14591,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",14815,2,701672,2,100078449
109135,Tfap2e,"transcription factor AP-2, epsilon",332937,2,5705,2,100057510
16623,Lgals1,"lectin, galactose binding, soluble 1",16852,10,7026,2,100082173
13433,Egr3,early growth response 3,13655,6,713523,2,161160765
85409,Rarb,"retinoic acid receptor, beta",218772,10,68870794,2,69289775
12613,Col4a5,"collagen, type IV, alpha 5",12830,7,5631,2,100056465
11907,Bicd1,bicaudal D homolog 1 (Drosophila),12121,8,5964,2,100071323
67973,Maml1,mastermind like 1 (Drosophila),103806,1,700768,2,100077811
17983,Ntsr1,neurotensin receptor 1,18216,2,5342,2,100041794
87282,Tmem119,transmembrane protein 119,231633,7,703002,2,100090854
14592,Grm1,"glutamate receptor, metabotropic 1",14816,2,5288,2,100042043
26168,Mapk9,mitogen-activated protein kinase 9,26420,6,4515,2,100055172
11267,Acvr1b,"activin A receptor, type 1B",11479,2,4945,2,100046423
88069,Cd109,CD109 antigen,235505,7,1194,2,100015432
13960,Fgfr2,fibroblast growth factor receptor 2,14183,3,701905,2,100085326
12610,Col4a2,"collagen, type IV, alpha 2",12827,7,5312,2,100052816
12446,Chl1,cell adhesion molecule with homology to L1CAM,12661,5,700808,2,100074387
20595,Ssrp1,structure specific recognition protein 1,20833,10,69841009,2,69838048
20118,Sema4f,"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain",20355,7,4654,2,100039159
13949,Fgf18,fibroblast growth factor 18,14172,5,6280,2,100057177
12335,Cdh1,cadherin 1,12550,10,70666273,2,70918862
17304,Meis3,Meis homeobox 3,17537,6,701465,2,100078882
16211,Itpr1,"inositol 1,4,5-trisphosphate receptor 1",16438,8,4788,2,100041195
14184,Gabrr1,"gamma-aminobutyric acid (GABA) C receptor, subunit rho 1",14408,10,703068,2,100084948
85049,Wnt9a,"wingless-type MMTV integration site family, member 9A",216795,3,5611,2,100049560
36650,Smarce1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",57376,7,5783,2,100071331
17891,Nr4a3,"nuclear receptor subfamily 4, group A, member 3",18124,8,5441,2,100053516
15048,Hivep2,human immunodeficiency virus type I enhancer binding protein 2,15273,10,68857429,2,69289123
12350,Cdh9,cadherin 9,12565,5,6841,2,100072412
33926,Pdgfc,"platelet-derived growth factor, C polypeptide",54635,6,4507,2,100054931
19460,Rela,v-rel reticuloendotheliosis viral oncogene homolog A (avian),19697,2,5462,2,100054467
43046,Nde1,nuclear distribution gene E homolog 1 (A nidulans),67203,7,5498,2,100070130
15781,Igfbp2,insulin-like growth factor binding protein 2,16008,10,69705315,2,70431385
16182,Itgam,integrin alpha M,16409,1,700736,2,100075071
21561,Tgfa,transforming growth factor alpha,21802,5,6295,2,100057256
89252,Tox3,TOX high mobility group box family member 3,244579,7,5638,2,100070195
53418,Bcl9,B cell CLL/lymphoma 9,77578,8,4306,2,100040851
17196,Mnt,max binding protein,17428,6,703191,2,100091870
15675,Id2,inhibitor of DNA binding 2,15902,2,5986,2,100058955
14090,Fstl1,follistatin-like 1,14314,6,703388,2,100092223
57675,Ndel1,nuclear distribution gene E-like homolog 1 (A. nidulans),83431,10,6994,2,100082393
15060,Mnx1,motor neuron and pancreas homeobox 1,15285,2,6051,2,100072565
13786,Etv1,ets variant 1,14009,10,68804350,2,69201600
20274,Slc1a3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",20512,7,703823,2,100093911
17934,Npy2r,neuropeptide Y receptor Y2,18167,6,702968,2,100091947
12190,Cbln2,cerebellin 2 precursor protein,12405,7,4575,2,100040894
88926,Pde5a,"phosphodiesterase 5A, cGMP-specific",242202,7,4872,2,100045226
20122,Sema6b,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",20359,10,71185817,2,72001866
16970,Mc3r,melanocortin 3 receptor,17201,8,6249,2,100083074
49014,Pcdh18,protocadherin 18,73173,10,67963183,2,68798519
17779,Neurod1,neurogenic differentiation 1,18012,5,701560,2,100085460
18357,Pdgfb,"platelet derived growth factor, B polypeptide",18591,2,5375,2,100042351
36293,Htr3b,5-hydroxytryptamine (serotonin) receptor 3B,57014,10,703026,2,100084831
106174,Npsr1,neuropeptide S receptor 1,319239,8,6368,2,100101153
42290,Mgst3,microsomal glutathione S-transferase 3,66447,3,701539,2,100085180
13802,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),14025,3,5729,2,100055578
92572,Tox4,TOX high mobility group box family member 4,268741,5,701190,2,100077411
18563,Plcd1,"phospholipase C, delta 1",18799,7,5187,2,100045650
35738,Foxo1,forkhead box O1,56458,8,4791,2,100041634
58142,Trps1,trichorhinophalangeal syndrome I (human),83925,7,4674,2,100030445
12092,Calb1,calbindin 1,12307,2,2960,2,100029337
21539,Tfam,"transcription factor A, mitochondrial",21780,8,6016,2,100073987
18757,Pou3f4,"POU domain, class 3, transcription factor 4",18994,2,5917,2,100058688
13369,Ebf1,early B cell factor 1,13591,3,701904,2,100085334
20610,Stat3,signal transducer and activator of transcription 3,20848,5,701794,2,100088195
21177,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,6,4512,2,100054946
32897,Hif3a,"hypoxia inducible factor 3, alpha subunit",53417,7,5352,2,100052634
20001,Atxn1,ataxin 1,20238,6,701633,2,100081434
12710,Bcar1,breast cancer anti-estrogen resistance 1,12927,8,5179,2,100053019
87114,Hcrtr1,hypocretin (orexin) receptor 1,230777,8,2997,2,100039823
12551,Cxcr4,chemokine (C-X-C motif) receptor 4,12767,3,700739,2,100082600
84950,Tph2,tryptophan hydroxylase 2,216343,6,6289,2,100057403
43667,Nmral1,NmrA-like family domain containing 1,67824,1,700888,2,100077959
23693,Mta2,"metastasis-associated gene family, member 2",23942,8,5326,2,100053292
19435,Rcn1,reticulocalbin 1,19672,6,6287,2,100057751
16144,Irx1,Iroquois related homeobox 1 (Drosophila),16371,6,3770,2,100032232
20439,Sox4,SRY (sex determining region Y)-box 4,20677,10,81618778,2,81654151
21567,Tgfb2,"transforming growth factor, beta 2",21808,10,75078806,2,75694417
14337,Gdf11,growth differentiation factor 11,14561,6,6761,2,100072178
72230,Grm2,"glutamate receptor, metabotropic 2",108068,8,4616,2,100039407
85138,Nr1d1,"nuclear receptor subfamily 1, group D, member 1",217166,5,700858,2,100076125
21931,Tyro3,TYRO3 protein tyrosine kinase 3,22174,3,701409,2,100083848
17693,Myoc,myocilin,17926,5,701266,2,100082954
92612,Nrip1,nuclear receptor interacting protein 1,268903,7,704002,2,100101257
26965,Cartpt,CART prepropeptide,27220,5,4533,2,100054822
11576,Apc,adenomatosis polyposis coli,11789,10,69485958,2,69526725
13786,Etv1,ets variant 1,14009,5,3181,2,100030674
12602,Col15a1,"collagen, type XV, alpha 1",12819,8,6370,2,100101234
15339,Htr5b,5-hydroxytryptamine (serotonin) receptor 5B,15564,3,6441,2,100058988
12377,Cdx4,caudal type homeobox 4,12592,10,68909652,2,69288848
92471,Kcnc2,"potassium voltage gated channel, Shaw-related subfamily, member 2",268345,3,701096,2,100083764
22530,Zic3,zinc finger protein of the cerebellum 3,22773,1,5149,2,100046566
22529,Zic2,zinc finger protein of the cerebellum 2,22772,7,701735,2,100083202
12784,Csnk2b,"casein kinase 2, beta polypeptide",13001,8,4303,2,100041065
20454,Sparc,secreted acidic cysteine rich glycoprotein,20692,10,703203,2,100084908
120035,Kmt2d,lysine (K)-specific methyltransferase 2D,381022,1,702938,2,100084209
15339,Htr5b,5-hydroxytryptamine (serotonin) receptor 5B,15564,10,7057,2,100082812
42986,Ikzf5,IKAROS family zinc finger 5,67143,2,713816,2,113112360
14011,Foxc2,forkhead box C2,14234,6,700843,2,100074477
17989,Numb,numb gene homolog (Drosophila),18222,7,701932,2,100084476
15669,Icam2,intercellular adhesion molecule 2,15896,10,417724,2,68162269
14191,Gad1,glutamate decarboxylase 1,14415,10,75044104,2,75492774
14591,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",14815,1,5349,2,100047034
16249,Jun,jun proto-oncogene,16476,1,5678,2,100054242
84457,Satb2,special AT-rich sequence binding protein 2,212712,1,5087,2,100046665
43913,Pdzd2,PDZ domain containing 2,68070,3,4928,2,100046949
18779,Pparg,peroxisome proliferator activated receptor gamma,19016,8,2988,2,100034863
21128,Cntn2,contactin 2,21367,5,6717,2,100071425
13653,Erf,Ets2 repressor factor,13875,7,5311,2,100052810
23673,Insrr,insulin receptor-related receptor,23920,7,5428,2,100056844
37432,Pex5l,peroxisomal biogenesis factor 5-like,58869,8,4835,2,100045284
16110,Insr,insulin receptor,16337,3,701894,2,100085203
50402,Nkx6-3,NK6 homeobox 3,74561,3,6278,2,100057495
32943,B3gnt2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",53625,3,700927,2,100083278
13297,Dst,dystonin,13518,10,69573414,2,70238943
89107,Slc6a11,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11",243616,2,6000,2,100059045
85147,Pyy,peptide YY,217212,3,700908,2,100083304
15106,Hmgn2,high mobility group nucleosomal binding domain 2,15331,6,701873,2,100081802
16249,Jun,jun proto-oncogene,16476,8,5171,2,100052751
20655,Bhlhe40,"basic helix-loop-helix family, member e40",20893,5,6736,2,100072046
16865,Lyl1,lymphoblastomic leukemia 1,17095,1,700716,2,100073530
30398,Olig1,oligodendrocyte transcription factor 1,50914,2,5709,2,100057561
13487,Elf1,E74-like factor 1,13709,10,77378613,2,77456056
15675,Id2,inhibitor of DNA binding 2,15902,5,700864,2,100076267
88115,Zfp445,zinc finger protein 445,235682,7,703999,2,100101314
18812,Ppp1r1b,"protein phosphatase 1, regulatory (inhibitor) subunit 1B",19049,10,276671,2,576432
83873,Dtx4,deltex 4 homolog (Drosophila),207521,8,4613,2,100038937
26129,Esrrg,estrogen-related receptor gamma,26381,6,6757,2,100072207
86416,Igfn1,immunoglobulin-like and fibronectin type III domain containing 1,226438,6,6290,2,100057375
34002,Fezf2,Fez family zinc finger 2,54713,1,2979,2,100028590
88720,Adnp2,ADNP homeobox 2,240442,3,6438,2,100058940
68548,Rcor2,REST corepressor 2,104383,5,6776,2,100072150
11632,Arf6,ADP-ribosylation factor 6,11845,1,701382,2,100081673
14962,Hdc,histidine decarboxylase,15186,10,703213,2,100101392
14178,Gabrb3,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3",14402,8,773,2,100014103
32945,Porcn,porcupine homolog (Drosophila),53627,10,70930113,2,71763559
14962,Hdc,histidine decarboxylase,15186,6,700813,2,100074265
15150,Foxa1,forkhead box A1,15375,10,77477585,2,77800889
16745,Lrp8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",16975,2,4985,2,100046836
16270,Kcnab1,"potassium voltage-gated channel, shaker-related subfamily, beta member 1",16497,10,68640547,2,69015512
47563,Cic,capicua homolog (Drosophila),71722,5,701164,2,100077394
16688,Mycl,"v-myc myelocytomatosis viral oncogene homolog, lung carcinoma derived (avian)",16918,8,5176,2,100052943
14582,Grik2,"glutamate receptor, ionotropic, kainate 2 (beta 2)",14806,3,701418,2,100084102
43667,Nmral1,NmrA-like family domain containing 1,67824,7,703852,2,100093697
16430,Mafb,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)",16658,3,5420,2,100042356
17989,Numb,numb gene homolog (Drosophila),18222,8,6245,2,100083020
15677,Id4,inhibitor of DNA binding 4,15904,3,701902,2,100085283
74951,Tshz1,teashirt zinc finger family member 1,110796,6,701292,2,100075689
13487,Elf1,E74-like factor 1,13709,1,6194,2,100056775
86431,Aph1a,anterior pharynx defective 1a homolog (C. elegans),226548,5,701564,2,100085453
14193,Gad2,glutamic acid decarboxylase 2,14417,6,4545,2,100055161
89612,Onecut3,"one cut domain, family member 3",246086,7,6509,2,100083239
12350,Cdh9,cadherin 9,12565,1,6063,2,100056649
20186,Shh,sonic hedgehog,20423,2,702958,2,100093339
17811,Nfya,nuclear transcription factor-Y alpha,18044,10,70873153,2,70919215
14024,Fli1,Friend leukemia integration 1,14247,6,704030,2,100101287
16097,Inhbb,inhibin beta-B,16324,8,4882,2,100045502
92603,Abat,4-aminobutyrate aminotransferase,268860,1,702947,2,100084290
12705,Crhr2,corticotropin releasing hormone receptor 2,12922,2,5228,2,100047735
16371,Klf2,Kruppel-like factor 2 (lung),16598,8,5493,2,100056551
18197,Oxtr,oxytocin receptor,18430,8,6089,2,100074325
43913,Pdzd2,PDZ domain containing 2,68070,2,4995,2,100047199
15198,Hoxc4,homeobox C4,15423,7,703877,2,100094324
42399,Drap1,Dr1 associated protein 1 (negative cofactor 2 alpha),66556,3,6131,2,100057584
13951,Fgf3,fibroblast growth factor 3,14174,7,701863,2,100083219
87181,Kmt2c,lysine (K)-specific methyltransferase 2C,231051,8,6249,2,100083059
32944,Insm1,insulinoma-associated 1,53626,1,112654180,2,113966265
13654,Erg,avian erythroblastosis virus E-26 (v-ets) oncogene related,13876,7,703738,2,100093716
14575,Gria1,"glutamate receptor, ionotropic, AMPA1 (alpha 1)",14799,8,4680,2,100038518
13946,Fgf14,fibroblast growth factor 14,14169,3,701905,2,100085327
16892,Mxd4,Max dimerization protein 4,17122,10,75078683,2,75694722
85147,Pyy,peptide YY,217212,6,702925,2,100084443
12525,Cldn5,claudin 5,12741,10,703210,2,100091341
88417,Gdf7,growth differentiation factor 7,238057,1,713009,2,112603852
22172,Wnt3,"wingless-type MMTV integration site family, member 3",22415,6,700702,2,100073412
20140,Sfrp1,secreted frizzled-related protein 1,20377,2,701483,2,100076699
47674,Dcaf7,DDB1 and CUL4 associated factor 7,71833,10,67964557,2,68080703
18990,Pthlh,parathyroid hormone-like peptide,19227,10,68602838,2,69015326
42399,Drap1,Dr1 associated protein 1 (negative cofactor 2 alpha),66556,8,5439,2,100053475
18238,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",18472,10,6992,2,100082375
14143,Fzd5,frizzled homolog 5 (Drosophila),14367,1,5559,2,100047361
12181,Cbfa2t2,"core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)",12396,2,713585,2,113388801
16196,Cd47,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",16423,5,6736,2,100072037
86813,Tshz2,teashirt zinc finger family member 2,228911,1,713748,2,113970039
12599,Col12a1,"collagen, type XII, alpha 1",12816,2,5700,2,100057427
20449,Sp3,trans-acting transcription factor 3,20687,5,701497,2,100085351
85299,Tmem196,transmembrane protein 196,217951,8,4833,2,100045279
86886,Pbxip1,pre B cell leukemia transcription factor interacting protein 1,229534,10,70091604,2,70919633
14248,Gbx2,gastrulation brain homeobox 2,14472,6,6764,2,100072235
15087,Hmgn1,high mobility group nucleosomal binding domain 1,15312,3,6704,2,100072550
20366,Sst,somatostatin,20604,10,703026,2,100084827
33266,Ngef,neuronal guanine nucleotide exchange factor,53972,10,68804395,2,69201582
12019,Btrc,beta-transducin repeat containing protein,12234,1,4019,2,100041185
37561,Pvrl3,poliovirus receptor-related 3,58998,10,6187,2,100055047
20140,Sfrp1,secreted frizzled-related protein 1,20377,6,700681,2,100072244
21094,Tac1,tachykinin 1,21333,6,700886,2,100074468
15018,Hhex,hematopoietically expressed homeobox,15242,3,6131,2,100057567
11946,Bmp5,bone morphogenetic protein 5,12160,7,4860,2,100042426
17812,Nfyb,nuclear transcription factor-Y beta,18045,6,701188,2,100075640
12348,Cdh6,cadherin 6,12563,1,6500,2,100058753
68246,Nxph4,neurexophilin 4,104080,2,5114,2,100049530
35335,Cyp39a1,"cytochrome P450, family 39, subfamily a, polypeptide 1",56050,5,6214,2,100055847
86769,Rspo4,"R-spondin family, member 4",228770,7,4690,2,100039818
89612,Onecut3,"one cut domain, family member 3",246086,2,5916,2,100058691
13427,Egfr,epidermal growth factor receptor,13649,10,6532,2,81599632
88953,Zfp462,zinc finger protein 462,242466,1,712503,2,113969665
73120,E2f8,E2F transcription factor 8,108961,3,6127,2,100055700
16971,Mc4r,melanocortin 4 receptor,17202,5,6485,2,100071458
11710,Neurog2,neurogenin 2,11924,7,2956,2,100026542
86764,Nkx2-4,NK2 homeobox 4,228731,7,703785,2,100093841
17030,Mef2d,myocyte enhancer factor 2D,17261,10,79374568,2,79632257
89252,Tox3,TOX high mobility group box family member 3,244579,3,6434,2,100058842
72233,Grm5,"glutamate receptor, metabotropic 5",108071,6,703270,2,100092137
68056,Hoxb2,homeobox B2,103889,7,6344,2,100075271
72205,Chrnb3,"cholinergic receptor, nicotinic, beta polypeptide 3",108043,7,4659,2,100041768
20422,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",20660,1,702936,2,100084217
88906,Frem2,Fras1 related extracellular matrix protein 2,242022,10,71414849,2,73513762
17780,Neurod2,neurogenic differentiation 2,18013,7,5783,2,100071320
49857,Phf19,PHD finger protein 19,74016,7,713300,2,166003527
21184,Tcf3,transcription factor 3,21423,2,5157,2,100049574
18196,Oxt,oxytocin,18429,10,78034533,2,78711574
86764,Nkx2-4,NK2 homeobox 4,228731,3,703745,2,100091191
53418,Bcl9,B cell CLL/lymphoma 9,77578,1,703768,2,100092719
15151,Foxa2,forkhead box A2,15376,8,6365,2,100101262
19180,Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,3,701089,2,100083638
41603,Rtn4r,reticulon 4 receptor,65079,3,701089,2,100083634
18563,Plcd1,"phospholipase C, delta 1",18799,6,700810,2,100074257
17632,Mybl2,myeloblastosis oncogene-like 2,17865,7,713314,2,166006211
16899,Smad5,SMAD family member 5,17129,5,4712,2,100055866
12394,Cebpd,"CCAAT/enhancer binding protein (C/EBP), delta",12609,3,112446615,2,113655810
51446,Kdm5b,lysine (K)-specific demethylase 5B,75605,1,112631376,2,113959139
14138,Fzd1,frizzled homolog 1 (Drosophila),14362,2,5158,2,100047675
17891,Nr4a3,"nuclear receptor subfamily 4, group A, member 3",18124,1,6237,2,100056709
16299,Kcnk2,"potassium channel, subfamily K, member 2",16526,7,5001,2,100045429
106383,Fndc3a,fibronectin type III domain containing 3A,319448,6,701467,2,100078510
37240,Bcl11b,B cell leukemia/lymphoma 11B,58208,7,4577,2,100040922
56628,Fgf20,fibroblast growth factor 20,80857,5,6716,2,100071638
107137,Lefty2,left-right determination factor 2,320202,6,700803,2,100074181
40644,Nrgn,neurogranin,64011,10,68804358,2,69153790
11469,Alk,anaplastic lymphoma kinase,11682,6,7023,2,100072216
106174,Npsr1,neuropeptide S receptor 1,319239,5,4716,2,100055897
15326,Htr1b,5-hydroxytryptamine (serotonin) receptor 1B,15551,5,701620,2,100088018
120090,Nrg2,neuregulin 2,100042150,5,6722,2,100071632
120344,Vgf,VGF nerve growth factor inducible,381677,10,70248724,2,70299935
144469,Baiap3,BAI1-associated protein 3,545192,10,74373795,2,74735337
107734,Zhx3,zinc fingers and homeoboxes 3,320799,3,5730,2,100054580
119719,Mafa,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)",378435,2,113073014,2,113392480
26962,Mixl1,Mix1 homeobox-like 1 (Xenopus laevis),27217,6,702964,2,100091972
17855,Nkx2-2,NK2 homeobox 2,18088,3,2582,2,100024869
20579,Srpk2,serine/arginine-rich protein specific kinase 2,20817,2,6340,2,100072745
22437,Zfp207,zinc finger protein 207,22680,10,645603,2,68203477
13806,Evx2,even skipped homeotic gene 2 homolog,14029,3,5730,2,100054581
19507,Rheb,Ras homolog enriched in brain,19744,2,4525,2,100046020
18187,Otp,orthopedia homolog (Drosophila),18420,8,6155,2,100075395
85296,Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5,217944,5,704012,2,100098203
92920,Vat1l,vesicle amine transport protein 1 homolog-like (T. californica),270097,2,5928,2,100058917
49569,Psd,pleckstrin and Sec7 domain containing,73728,7,5548,2,100071137
46567,Angptl6,angiopoietin-like 6,70726,1,5550,2,100047601
36090,Dkk2,dickkopf homolog 2 (Xenopus laevis),56811,1,5556,2,100047467
17695,Myog,myogenin,17928,5,701066,2,100076264
20454,Sparc,secreted acidic cysteine rich glycoprotein,20692,7,5037,2,100045174
46412,Tcerg1l,transcription elongation regulator 1-like,70571,6,713519,2,161157360
92948,Ephb1,Eph receptor B1,270190,5,4008,2,100051794
18157,Oprm1,"opioid receptor, mu 1",18390,8,775,2,100011586
17699,Myt1,myelin transcription factor 1,17932,8,6364,2,100101276
33453,Copg2,"coatomer protein complex, subunit gamma 2",54160,3,701547,2,100085133
11141,Abca2,"ATP-binding cassette, sub-family A (ABC1), member 2",11305,1,702973,2,100084272
14434,Glrb,"glycine receptor, beta subunit",14658,2,5159,2,100047742
12418,Cflar,CASP8 and FADD-like apoptosis regulator,12633,1,703631,2,100091188
33428,Lsr,lipolysis stimulated lipoprotein receptor,54135,10,220513,2,513247
14976,Hbegf,heparin-binding EGF-like growth factor,15200,6,700802,2,100074224
50402,Nkx6-3,NK6 homeobox 3,74561,10,69371219,2,69816458
49569,Psd,pleckstrin and Sec7 domain containing,73728,6,701664,2,100081398
18199,Mybbp1a,MYB binding protein (P160) 1a,18432,6,707577,2,161152405
14335,Gdf1,growth differentiation factor 1,14559,8,4704,2,100035666
20122,Sema6b,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",20359,2,5162,2,100049521
159922,Nkx1-1,"NK1 transcription factor related, locus 1 (Drosophila)",672284,2,700829,2,100075834
18879,Prlr,prolactin receptor,19116,5,701399,2,100085363
15211,Hoxd4,homeobox D4,15436,8,5490,2,100056504
88559,Rxfp3,relaxin family peptide receptor 3,239336,2,701206,2,100076417
84601,Plekhg1,"pleckstrin homology domain containing, family G (with RhoGef domain) member 1",213783,1,701835,2,100081765
88370,Sowaha,sosondowah ankyrin repeat domain family member A,237761,8,6250,2,100083061
14179,Gabrd,"gamma-aminobutyric acid (GABA) A receptor, subunit delta",14403,10,702988,2,100084597
41755,Dpysl5,dihydropyrimidinase-like 5,65254,10,70803399,2,71587595
84601,Plekhg1,"pleckstrin homology domain containing, family G (with RhoGef domain) member 1",213783,5,6292,2,100057209
14997,Foxd3,forkhead box D3,15221,6,701515,2,100078549
16896,Smad2,SMAD family member 2,17126,2,4990,2,100047060
12009,Klf5,Kruppel-like factor 5,12224,5,7039,2,100072942
20512,Spp1,secreted phosphoprotein 1,20750,2,5339,2,100042377
89416,Hdx,highly divergent homeobox,245596,10,69409315,2,69816524
12760,Csf1,colony stimulating factor 1 (macrophage),12977,7,4631,2,100038798
42848,Polr3k,polymerase (RNA) III (DNA directed) polypeptide K,67005,5,713296,2,160028029
12349,Cdh8,cadherin 8,12564,6,3732,2,100032189
46412,Tcerg1l,transcription elongation regulator 1-like,70571,2,713818,2,113112053
73888,Maob,monoamine oxidase B,109731,3,2874,2,100024738
37081,Cdon,cell adhesion molecule-related/down-regulated by oncogenes,57810,2,4952,2,100046633
12624,Col9a3,"collagen, type IX, alpha 3",12841,7,5308,2,100053140
87382,Cyp26b1,"cytochrome P450, family 26, subfamily b, polypeptide 1",232174,5,4501,2,100054745
12960,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,13180,3,5722,2,100054490
21183,Tfcp2,transcription factor CP2,21422,5,701751,2,100088101
14428,Glp1r,glucagon-like peptide 1 receptor,14652,10,703014,2,100084737
15342,Slc6a4,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",15567,5,6191,2,100056257
84435,Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2,212531,5,4354,2,100054700
11948,Bmp7,bone morphogenetic protein 7,12162,5,701557,2,100085487
107340,Cadps2,Ca2+-dependent activator protein for secretion 2,320405,3,4909,2,100046446
18712,Pnn,pinin,18949,6,701427,2,100076665
84736,Csnk1g1,"casein kinase 1, gamma 1",214897,6,703373,2,100092095
75040,Gabra5,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5",110886,8,4303,2,100041062
18376,Pdyn,prodynorphin,18610,10,7060,2,100082882
84750,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",214968,2,4991,2,100047062
56568,Clca3a2,chloride channel calcium activated 3A2,80797,3,701422,2,100084067
17070,Foxd2,forkhead box D2,17301,1,713010,2,112603635
11270,Acvrl1,"activin A receptor, type II-like 1",11482,7,6394,2,100075342
18885,Prnp,prion protein,19122,2,701954,2,100093189
13167,Dll1,delta-like 1 (Drosophila),13388,1,700852,2,100077880
64907,Dcun1d4,"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)",100737,8,5897,2,100070242
21571,Tgfbr1,"transforming growth factor, beta receptor I",21812,5,4533,2,100054746
15333,Htr2a,5-hydroxytryptamine (serotonin) receptor 2A,15558,10,6981,2,100082315
16288,Kcnj12,"potassium inwardly-rectifying channel, subfamily J, member 12",16515,2,701529,2,100077004
183554,Etv3l,ets variant 3-like,546801,1,703767,2,100092725
18822,Ppp3r2,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type II)",19059,6,6286,2,100057394
16956,Max,Max protein,17187,6,701666,2,100081416
